'Index Name', 'Phase', 'Population', 'Avg Load Elapsed', 'Avg COMPLETE Elapsed', 'Avg HIGHCARD Elapsed', 'Avg LOWCARD Elapsed'
'Hamming','Query', 10000,0.0297369412,2.6237423420000003,9.3515308566,7.7530593388
'Hamming','Delete', 10000,0.0297369412,0.002972419,8.704538000000001E-4,8.323054E-4
'Hamming','Query', 100000,0.1997025904,20.702719824400003,79.8054027584,62.260143332400006
'Hamming','Delete', 100000,0.1997025904,0.0021712152000000003,0.001019958,8.602836000000001E-4
'Hamming','Query', 1000000,2.6984169234000004,242.29050371040003,760.3626826294001,632.1070469612
'Hamming','Delete', 1000000,2.6984169234000004,0.0038935642,0.0012814498,0.0014882711999999998
'List','Query', 100,6.117400000000001E-5,0.10481762160000001,0.09304869960000002,0.08370552420000002
'List','Delete', 100,6.117400000000001E-5,0.10223961239999999,0.0893774686,0.10435192820000001
'List','Query', 1000,1.276928E-4,0.8803166018,0.860164005,0.8168076486
'List','Delete', 1000,1.276928E-4,0.8294336232000001,0.8299379192,0.8571618446
'List','Query', 10000,0.0010601338000000003,8.7221533676,8.5160031404,7.282826117200001
'List','Delete', 10000,0.0010601338000000003,8.469417355000001,8.5428065806,8.5341606184
'List','Query', 100000,0.009538822200000002,87.07228497720001,85.50363584880002,73.93227772680001
'List','Delete', 100000,0.009538822200000002,81.74643348880001,83.5729301772,83.40810340060001
'List','Query', 1000000,0.0846187256,852.7501036330001,843.672802518,691.67101961
'List','Delete', 1000000,0.0846187256,606.2774846772002,821.0860041246,818.4832861046001
